             Station      good/bad_point           el(degre)             time(s)               x(km)               y(km)               z(km)                 lon                 lat             alt(km)         residues(m)    residues(arcmin)                     date                Flux             FluxErr                 Mag distance_to_cam(km)              MagAbs
              ENGL01                   1       39.1570122559       631342992.151       4075.33319702      -54.7521560544       4984.99535044     -0.769723255373       50.9170865234       73.7677114798      -36.5782500339      -1.07431729982  2020-01-03T17:02:02.966            1438.186            59.36437      -4.09926680003       117.048070524      -4.44108809491
              ENGL01                   1       38.3786061629       631342992.217       4076.43970389      -53.3990030513       4982.81950098     -0.750498656915       50.8973858458       72.7653357847      -58.0101957713      -1.69753921983  2020-01-03T17:02:03.033            1345.008            65.93421      -4.03098098384        117.47851547      -4.38077323322
              ENGL01                   1       37.6493992759       631342992.284       4077.49989553      -52.1024891904        4980.7347264     -0.732088375049       50.8785010072       71.8059034257      -11.6607351897     -0.339857280076  2020-01-03T17:02:03.100            862.3715            53.98848      -3.55276592817       117.951438116      -3.91128212999
              ENGL01                   1       36.8678514763       631342992.351       4078.59590117      -50.7621782001        4978.5795267      -0.71306608404       50.8589692028       70.8150763747      -12.5401722788     -0.363791387235  2020-01-03T17:02:03.166            728.8005             52.8676       -3.3749575403       118.501807658      -3.74358241651
              ENGL01                   1       36.1282259451       631342992.418        4079.6260616       -49.502389653       4976.55380587     -0.695195778344       50.8406024611       69.8847173759      -10.7298080817     -0.309773368227  2020-01-03T17:02:03.233            806.1891            55.89107      -3.48940697405       119.075320919      -3.86851577729
 
              FRNO01                   1        25.565419689       631342991.069       4056.90556203       -77.287406584       5021.23169075      -1.09139996872       51.2437992621        90.615332968      -139.940500779      -2.36704857319  2020-01-03T17:02:01.885            509.7065            88.62464      -3.12549137551       203.240492883       -4.6655425728
              FRNO01                   1       25.4079828613        631342991.37       4062.02285597      -71.0294412564       5011.16897763      -1.00178473439       51.1533339699       85.9076905538       27.5609427804      0.488817854932  2020-01-03T17:02:02.185            2477.424            79.69672      -4.84544279058        193.82995536      -6.28254726929
              FRNO01                   1       25.3984380624       631342991.403       4062.57094828       -70.359176315       5010.09120179     -0.992199502268       51.1436326452       85.4047991256       6.39401157799      0.113982086455  2020-01-03T17:02:02.219            3043.868            82.54178      -5.06920521683       192.846028269      -6.49525871107
              FRNO01                   1       25.3728069525       631342991.436       4063.16519894      -69.6324640951       5008.92265959     -0.981809895807       51.1331116985       84.8598458905       31.6769294692      0.567809682355  2020-01-03T17:02:02.252             3858.44            83.25275      -5.32720468316       191.784794907      -6.74127554536
              FRNO01                   1        25.346476993        631342991.47       4063.71741622      -68.9571547174       5007.83677237     -0.972157847706       51.1233324993       84.3537094787       60.2162756822       1.08492713135  2020-01-03T17:02:02.285            5268.413            89.47475      -5.66592546899       190.803890512      -7.06886159784
              FRNO01                   1       25.3401815654       631342991.503       4064.23913811      -68.3191383158        5006.8108517     -0.963041178832       51.1140911877       83.8757630899       22.4193319722      0.405894358483  2020-01-03T17:02:02.319            5239.631            89.95229      -5.66010956455       189.881886794       -7.0525272571
              FRNO01                   1       25.3175205938       631342991.536       4064.79261021      -67.6422944098       5005.72249698     -0.953372205512       51.1042851937        83.368984813        32.488331468      0.591219751899  2020-01-03T17:02:02.352             4615.07             84.5261      -5.52277890638       188.908875059      -6.90404071553
              FRNO01                   1       25.2913459935        631342991.57       4065.36711605      -66.9397282255       5004.59278124     -0.943338506936       51.0941040495       82.8432242958       48.1858970898      0.881569592472  2020-01-03T17:02:02.385            4200.055             89.1685      -5.42102103956        187.90452731      -6.79070725944
              FRNO01                   1       25.2695173468       631342991.603        4065.9158609      -66.2686653039       5003.51372226      -0.93375731579       51.0843770625        82.341302549       49.3812186223      0.908047750419  2020-01-03T17:02:02.419            3430.082            84.67289      -5.20160499036       186.950664984      -6.56024006176
              FRNO01                   1       25.2438267006       631342991.636       4066.49807669      -65.5566705831       5002.36884557      -0.92359448553       51.0740542443       81.8090474329       55.3050084819       1.02248028517  2020-01-03T17:02:02.452            2940.797            85.09243      -5.03504919404        185.94453652      -6.38196630558
              FRNO01                   1       25.2065556551       631342991.703        4067.6404059       -64.159710259        5000.1225546      -0.90366291737       51.0537929246       80.7655856687       13.5072742411      0.252377600505  2020-01-03T17:02:02.519            2058.364            81.74129      -4.64848205886       183.988549049      -5.97243603153
              FRNO01                   1        25.185722109       631342991.737       4068.17905997      -63.5009874023       4999.06333826     -0.894268190433       51.0442354241       80.2739390332      -0.63190082121    -0.0118657298844  2020-01-03T17:02:02.552            2096.865            81.97948      -4.66904569717       183.074705791      -5.98218742157
              FRNO01                   1       25.1550680778        631342991.77       4068.73838451      -62.8169865146       4997.96347523     -0.884515529048       51.0343088051       79.7636886781       10.0013061968      0.188775287826  2020-01-03T17:02:02.586            2547.357             84.3503      -4.88099743232       182.131668448      -6.18292476251
              FRNO01                   1       25.0970215555       631342991.837       4069.85346839      -61.4533446501       4995.77075984     -0.865080217967       51.0145116802        78.747239839       9.99345141336      0.190575177903  2020-01-03T17:02:02.653            1819.341            80.64879      -4.51680096659       180.269832389      -5.79641624127
              FRNO01                   1       25.0535957423        631342991.87       4070.42408285      -60.7555372595       4994.64869617     -0.855138756882       51.0043773416       78.2275112251       47.1887216348      0.904622147797  2020-01-03T17:02:02.686            1054.328            73.86703      -3.92538960916       179.326674047      -5.19361407788
              FRNO01                   1       24.9796830352       631342991.937       4071.51540349      -59.4209555816       4992.50270911     -0.836132973958       50.9849881057       77.2342887559       77.3132228572       1.49702163553  2020-01-03T17:02:02.753            948.3972            71.78698      -3.81202609387       177.541393597      -5.05852421646
 
              ENSE02                   1       30.7477300012       631342990.724       4051.29839456      -84.1444408042       5032.25769755      -1.18984774474       51.3426926773       95.7992477639       54.3200415883       1.00563643907  2020-01-03T17:02:01.540            144.3225            28.83048      -1.49929739293       185.691914388      -2.84326236092
              ENSE02                   1        30.650262076       631342990.825       4053.12320442      -81.9128713577        5028.6693678      -1.15777951219       51.3105352414       94.1092460351      -50.0648023004     -0.941494841852  2020-01-03T17:02:01.641            248.8427            63.75209      -2.09231718371       182.805163918      -3.40225948177
              ENSE02                   0       30.5160027456       631342990.925       4054.77088191      -79.8979179899       5025.42935341      -1.12884828318       51.2814771766       92.5857242441      -245.769910496      -4.68709644697  2020-01-03T17:02:01.741            298.5756             42.4334      -2.29228626175       180.259892455      -3.57178179988
              ENSE02                   1       30.5102191691       631342990.992       4055.86318283      -78.5621375262       5023.28143873      -1.10968143582        51.262202046       91.5770039793      -89.2124099475      -1.71713128064  2020-01-03T17:02:01.808            314.4228            49.36428      -2.34852852203       178.605861955      -3.60800706504
              ENSE02                   1       30.5167927177       631342991.025       4056.44353593      -77.8524207058       5022.14022487      -1.09950194865       51.2519571812       91.0414716232       30.7379476042      0.594522173335  2020-01-03T17:02:01.841            438.5548            46.85042      -2.70969745451       177.738167618      -3.95860094711
              ENSE02                   1        30.466343075       631342991.058       4057.01821395      -77.1496439703       5021.01017056      -1.08942480468       51.2418099358       90.5114587609      -22.6132898144     -0.439483375579  2020-01-03T17:02:01.874             816.691            74.04987      -3.38559461858       176.886701503      -4.62407053607
              ENSE02                   1       30.4258287609       631342991.092       4057.56505096      -76.4809141474       5019.93486317      -1.07983844858       51.2321519206       90.0073843087      -44.6464241991     -0.871648360536  2020-01-03T17:02:01.908            1100.708            77.78772      -3.71028541327       176.083742596      -4.93888171535
              ENSE02                   1       30.4259620673       631342991.126       4058.15403378      -75.7606440067       5018.77667973      -1.06951607553        51.221746963        89.464744909       72.0729057773       1.41398598816  2020-01-03T17:02:01.941            998.5368            50.25779      -3.60451313472       175.226927374      -4.82251736282
              ENSE02                   1       30.3144033723       631342991.192       4059.29519842      -74.3651078345       5016.53267878      -1.04952462206       51.2015795608       88.4142130264      -28.0676851811     -0.555844519225  2020-01-03T17:02:02.008            1544.259            48.07557      -4.07971818737       173.590980964       -5.2773539742
              ENSE02                   1       30.2726004605       631342991.225       4059.85322793      -73.6826906493       5015.43536232       -1.0397527996       51.1917140467       87.9009072401      -29.2159098429      -0.58122257962  2020-01-03T17:02:02.041            1936.294            54.91634      -4.32603055856       172.802820598      -5.51378469372
              ENSE02                   1       30.2408376154       631342991.259       4060.38629344      -73.0308020633       5014.38713538      -1.03042058107       51.1822876353       87.4108127673     -0.260393346208   -0.00520272245415  2020-01-03T17:02:02.075            2304.476            55.53011      -4.51555448122       172.057301336      -5.69392001546
              ENSE02                   1        30.208101765       631342991.293        4060.9181714      -72.3803657436       5013.34124367      -1.02111154006       51.1728800422        86.922051767       30.5587694475      0.613196747324  2020-01-03T17:02:02.108            2268.821            50.47329      -4.49916373868       171.320727184       -5.6682132843
              ENSE02                   1         30.15884524       631342991.326       4061.51352567      -71.6523039227       5012.17053133      -1.01069435138       51.1623471278        86.375246579       33.3343411683      0.672091901637  2020-01-03T17:02:02.142            3041.161            53.29788      -4.81807574603       170.504994359      -5.97676126945
              ENSE02                   1       30.1037585402       631342991.359       4062.08180004      -70.9573582463       5011.05306924       -1.0007537782       51.1522907611       85.8535952598       18.2423484253      0.369473220573  2020-01-03T17:02:02.175            3517.352            56.17553      -4.97693124977       169.735101926      -6.12578957733
              ENSE02                   1       30.0447131654       631342991.393       4062.66361605      -70.2458524217       5009.90897869     -0.990579145714        51.141992182       85.3197989756       1.60285776368     0.0326133710461  2020-01-03T17:02:02.208            4221.635            57.10179       -5.1760783078       168.955827767      -6.31494418991
              ENSE02                   1       29.9822304429       631342991.426       4063.22616671      -69.5579062911       5008.80277177     -0.980744131436       51.1320321373        84.803952902      -23.9285094247     -0.489029304174  2020-01-03T17:02:02.242            5820.127            57.03245      -5.52575544112       168.211099283      -6.65502868614
              ENSE02                   1       29.9375255486       631342991.459       4063.75040003      -68.9168186531       5007.77191259     -0.971581414499       51.1227483159       84.3234863203      -1.88039784269    -0.0385872800839  2020-01-03T17:02:02.275            7633.865            62.14203      -5.82103850703       167.524935623      -6.94143580561
              ENSE02                   1       29.8909419204       631342991.492       4064.30355487      -68.2403627234       5006.68418174     -0.961915706852        51.112950022       83.8167674023       29.0431110446      0.598545221421  2020-01-03T17:02:02.308            7690.963            60.79955      -5.82991687098       166.809222006      -6.94101715511
              ENSE02                   1       29.8321804069       631342991.526       4064.86560785      -67.5530252176       5005.57895348     -0.952097153532       51.1029917018       83.3021651847       33.2516200852      0.688241751422  2020-01-03T17:02:02.342            6813.688            57.19315      -5.69941885172        166.09084181      -6.80114728306
              ENSE02                   1       29.7595437308       631342991.559       4065.45088323       -66.837288906       5004.42806037     -0.941875751888       51.0926193519        82.766588117       11.2529666418       0.23395399166  2020-01-03T17:02:02.375             5930.02            56.02587      -5.54984449851       165.352382106      -6.64189677774
              ENSE02                   1       29.7003976392       631342991.592       4065.97433383      -66.1971584585       5003.39874034     -0.932736516566       51.0833404419       82.2878341615       14.8270536228      0.309481194255  2020-01-03T17:02:02.408             5071.34            55.78992      -5.38102707254       164.700333541      -6.46449946592
              ENSE02                   1       29.6413491244       631342991.626       4066.52211829      -65.5272699852       5002.32156986     -0.923174890238       51.0736279253        81.787075107       33.1290343148      0.694334018336  2020-01-03T17:02:02.442            4049.376            55.35198       -5.1377101763        164.02657806      -6.21228129975
              ENSE02                   1       29.5693020379        631342991.66       4067.10281718      -64.8171302966       5001.17967603     -0.913041496117        51.063329302       81.2565075301       32.2556291453      0.678944911119  2020-01-03T17:02:02.475            3547.772            57.98198      -4.99538037442       163.322068227      -6.06060472927
              ENSE02                   1        29.481646379       631342991.693       4067.70660327      -64.0787571627       4999.99238326     -0.902508230172        51.052618485       80.7051518544       2.58602648226     0.0546745852882  2020-01-03T17:02:02.509            3442.831            57.11993      -4.96431324336       162.600304014      -6.01992000966
              ENSE02                   1       29.3990216966       631342991.726       4068.26763246      -63.3926716516       4998.88916818     -0.892723621207       51.0426636428       80.1931198994       -20.850778512     -0.442632281599  2020-01-03T17:02:02.542            3640.654            58.20934      -5.02642813404       161.939605564       -6.0731935197
              ENSE02                   1       29.1650489568       631342991.827       4069.94245225      -61.3445258241       4995.59578082      -0.86352972742       51.0129314559       78.6661729572      -11.3659559618     -0.244169121357  2020-01-03T17:02:02.642            3105.541            55.82339      -4.85800238564       160.025470403      -5.87894794814
              ENSE02                   1       28.9043360275       631342991.926       4071.61617515      -59.2977214001       4992.30455042     -0.834378499977       50.9831972593        77.142626892      -12.7469357077     -0.276992004732  2020-01-03T17:02:02.742            3341.881            56.45913      -4.94239673425       158.202173565      -5.93845896447
 
