             Station      good/bad_point           el(degre)             time(s)               x(km)               y(km)               z(km)                 lon                 lat             alt(km)         residues(m)    residues(arcmin)                     date                Flux             FluxErr                 Mag distance_to_cam(km)              MagAbs
              FRNP03                   1       53.5018836664       631121021.896       4065.12957492       159.193560943       4982.55068078       2.24260030961       50.9548558868       67.1711791205       4.56100018666      0.187378285655  2020-01-01T03:22:32.712            5086.963            174.7243      -4.25358084457       83.6786590917      -3.86665440571
              FRNP03                   1       52.3477130204       631121021.962       4063.89224848       160.141279425       4981.79702007       2.25662345992       50.9589181287       65.8304673735       8.32230757133      0.343595555735  2020-01-01T03:22:32.778             12683.7            182.2632      -5.25021607338       83.2664615248      -4.85256662017
              FRNP03                   1       51.7594485822       631121021.996        4063.2661465       160.620836322       4981.41565873       2.26372249302       50.9609736735       65.1521220136       5.37886457695      0.222595213044  2020-01-01T03:22:32.812            13380.25            194.6429      -5.31075290713       83.0708536622       -4.9079962743
              FRNP03                   1       50.5650757324       631121022.063       4062.00362171       161.587855246       4980.64664959       2.27804402527       50.9651186491       63.7843941275       3.33594541825      0.138666111852  2020-01-01T03:22:32.878            16803.88            179.9846      -5.56342226942       82.7032318515      -5.15103467497
              FRNP03                   1        48.818079113       631121022.163       4060.17566571       162.987960866       4979.53323393       2.29879484092       50.9711199849       61.8044623956       1.35082044868     0.0564693911674  2020-01-01T03:22:32.978            20654.85            189.3263      -5.79585925902        82.235323243      -5.37115127825
              FRNP03                   1       48.2201998789       631121022.196       4059.55460646        163.46365532       4979.15494415        2.3058491736       50.9731589751       61.1318609758       4.60476916017      0.192828388773  2020-01-01T03:22:33.012            20465.26            188.6785      -5.78891379844       82.0938785839      -5.36046767196
              FRNP03                   1       47.6505637449        631121022.23       4058.96480438       163.915408653       4978.79569323       2.31255040405       50.9750953448       60.4931542243      0.784666711426     0.0329090646145  2020-01-01T03:22:33.045            22754.95            187.0812      -5.90707793375       81.9678555155      -5.47529579877
              FRNP03                   1       47.0683590455       631121022.263        4058.3637971       164.375744492       4978.42961718        2.3193808844       50.9770685013       59.8423567478      -1.86383795546    -0.0782843651677  2020-01-01T03:22:33.079            24075.49            198.1143      -5.97151089483       81.8477980959      -5.53654589648
              FRNP03                   1       44.1420551084       631121022.429       4055.36604462       166.671844663       4976.60367359       2.35347974753       50.9869103512        56.596913813      -16.5556429123     -0.699395137085  2020-01-01T03:22:33.245            3205.103            209.8535      -3.79988392619        81.376186536      -3.35237059627
              FRNP03                   1       43.5383460223       631121022.463       4054.75143372       167.142600068       4976.22931152       2.36047685219       50.9889281602       55.9316557878      -21.5973955649     -0.913173441776  2020-01-01T03:22:33.279             3528.97            245.5276      -3.90844111614       81.3058900787      -3.45905115875
 
