             Station      good/bad_point           el(degre)             time(s)               x(km)               y(km)               z(km)                 lon                 lat             alt(km)         residues(m)    residues(arcmin)                     date                Flux             FluxErr                 Mag distance_to_cam(km)              MagAbs
              ITPU02                   1       33.1864997171       631119401.826       4736.47146127       1440.21898153       4123.58832487       16.9129443016       39.9797394182       73.6581501448       1.96774550171     0.0510758670703  2020-01-01T02:55:32.642            1862.442            82.12726      -4.35554559821       132.442406424      -4.96568091372
              ITPU02                   1       32.5634737482        631119401.86       4734.62550769       1439.63770428       4122.96157912       16.9127229989       39.9865358549       71.7725992843       36.9231986146       0.96766952344  2020-01-01T02:55:32.675            4669.092            86.28014      -5.36209872423       131.173514055      -5.95132949009
              ITPU02                   1       31.9135545611       631119401.893       4732.71121286       1439.03490687       4122.31162987       16.9124933201       39.9935881107       69.8173369237       22.5552011228      0.597013720612  2020-01-01T02:55:32.709            2464.363            82.57563      -4.67779671455       129.878206005       -5.2454781202
              ITPU02                   1       30.5785464304       631119401.959       4728.89911493       1437.83450517        4121.0173307       16.9120353858       40.0076446186       65.9239475411      -15.0443244357     -0.406070313771  2020-01-01T02:55:32.775            3601.536            65.14595      -5.11094669624       127.363602692       -5.6361733728
              ITPU02                   1       29.9314158041       631119401.993       4727.12234696       1437.27501397       4120.41407513       16.9118216956       40.0142019767       64.1094230931      -6.32554425316      -0.17228041313  2020-01-01T02:55:32.809            4003.046            62.90367      -5.23685881707        126.22223828        -5.742538203
 
              ITPU01                   1       38.0744549075       631119401.553       4751.82968359       1445.05517315       4128.80281168       16.9147788409       39.9233472107        89.349322835       8.72371660644      0.213870593265  2020-01-01T02:55:32.369            175.1584            43.45813      -1.85477426631       140.224647967      -2.58889605826
              ITPU01                   1       37.4813164082       631119401.587       4749.12959531       1444.20493514        4127.8860666       16.9144571776        39.933241532       86.5902473084       52.1302238938       1.30215351139  2020-01-01T02:55:32.402            216.5913            32.07884      -2.08986783125       137.626263063       -2.7833744199
              ITPU01                   1       37.0871678806        631119401.62       4747.36581614       1443.64953401       4127.28722104       16.9142468593        39.939709365       84.7880398578      -2.92281857756    -0.0739157856638  2020-01-01T02:55:32.436            465.9265            60.46868      -2.92469461538       135.937270215      -3.59138733795
              ITPU01                   1       36.2548986139       631119401.687       4743.80158381       1442.52718338       4126.07707822       16.9138213708       39.9527905361       81.1464030353      -41.2369548157      -1.06953643887  2020-01-01T02:55:32.503            500.3346            38.52364      -3.00895093859       132.545474809      -3.62077546469
              ITPU01                   1       35.7568512241        631119401.72       4741.76243573        1441.8850706       4125.38473828       16.9135776542       39.9602810985        79.063122007      -28.4990901894     -0.750067296953  2020-01-01T02:55:32.536            898.5416            44.41544      -3.64896303899       130.618489833      -4.22898633042
              ITPU01                   1       35.2706711746       631119401.754       4739.82975425       1441.27648337       4124.72854632       16.9133464683       39.9673850335        77.088713555      -11.3269340654     -0.302318471861  2020-01-01T02:55:32.569            1923.396            57.13118      -4.47964952504       128.801693516       -5.0292573914
              ITPU01                   1       34.7720634335       631119401.787       4737.90693075       1440.67100034       4124.07570138       16.9131162738       39.9744570493        75.124474265       21.3471192821      0.577825080893  2020-01-01T02:55:32.603            3031.994            59.08027      -4.97842640653       127.003818008      -5.49751029143
              ITPU01                   1       34.2538252166       631119401.821       4735.94833674       1440.05425345       4123.41071148       16.9128816043       39.9816650559       73.1237949466      -7.78174321818      -0.21370074109  2020-01-01T02:55:32.636            4668.292            65.76746       -5.4519866563       125.182825921      -5.93971041252
              ITPU01                   1       33.2644252253       631119401.887       4732.37770508       1438.92988771       4122.19839594       16.9124532865       39.9948171899       69.4767017757       4.82983451187      0.136217551632  2020-01-01T02:55:32.703            4497.394            59.27005      -5.42154624121       121.891399535      -5.85141155902
              ITPU01                   1       32.7408923395       631119401.921       4730.55736839       1438.35667703       4121.58034774       16.9122346771       40.0015279837       67.6175150068      -12.9327112057     -0.369791392265  2020-01-01T02:55:32.736             4093.96            59.55046      -5.32512542009        120.22828917      -5.72515875614
              ITPU01                   1       32.1866301925       631119401.954       4728.69083418       1437.76891909       4120.94661436       16.9120103444       40.0084131105       65.7112364489      -1.56448063443    -0.0453733823029  2020-01-01T02:55:32.770            3487.435            57.19803      -5.15723028456       118.533994524       -5.5264448851
              ITPU01                   1       31.6400272642       631119401.988       4726.89786727       1437.20432696       4120.33785886       16.9117946862       40.0150307067       63.8801791792      -3.74320848775     -0.110062308668  2020-01-01T02:55:32.803            3178.608            53.38006      -5.06293298245       116.917435709      -5.40232939059
              ITPU01                   1       31.1030801021       631119402.021       4725.18820803        1436.6659678       4119.75738833       16.9115888953       40.0213443317       62.1342793306       13.9355085322      0.415185382112  2020-01-01T02:55:32.836            2958.521            57.04662      -4.99155984213       115.386407781      -5.30233310749
              ITPU01                   1       30.6735337712       631119402.054       4723.84833311       1436.24405101       4119.30246849       16.9114275108       40.0262947691       60.7660569076       9.70089287727       0.29204021458  2020-01-01T02:55:32.870            2244.354             55.2044      -4.69703122464       114.193907613      -4.98524589652
 
