station	time[s]	height[km]	l.obs[km]	l.com[km]	l.O-C[km]	v.obs[km/s]	v.com[km/s]	v.O-C[km/s]	dec.com[km/s]	azi[deg]	zen[deg]	alt[deg]	ra[deg]	ha[deg]	dec[deg]	mag	abs.mag	lum[erg]	r.obs.x[km]	r.obs.y[km]	r.obs.z[km]	r.pro.x[km]	r.pro.y[km]	r.pro.z[km]	r.dst.x[km]	r.dst.y[km]	r.dst.z[km]	r.err.x[km]	r.err.y[km]	r.err.z[km]	r.err[km]	s.obs.x[km]	s.obs.y[km]	s.obs.z[km]	s.pro.x[km]	s.pro.y[km]	s.pro.z[km]	s.dst.x[km]	s.dst.y[km]	s.dst.z[km]	s.err.x[km]	s.err.y[km]	s.err.z[km]	s.err[km]	angle.dev[deg]	between.angle[deg]	lon[deg]	lat[deg]	alt[km]	theta[deg]	tau.cep	tau.pec	tau.hal	tau.hil	tau.wer	st.dist[km]
1	0	87.1106463822015	0	-3.89780919489789	3.89780919489789	-3.05719903309964	6.57730705388987	-9.63450608698951	-0.0012037469898878	91.3210797828573	31.8683374013506	58.1316625986494	324.61756894023	33.7451732918774	18.1606251866027	1.98519760326731	1.86394332115701	0.179648117858099	6045.36080757392	-224.821988205348	2272.91019657767	76.1664904991593	-54.2801902605345	30.9754867205592	76166.4904991593	-54280.1902605345	30975.4867205592	0.159968639955856	0.0730160865882644	-0.267051224521827	0.319746260632706	6045.20083893397	-224.895004291936	2273.17724780219	76.5542941312697	-58.0750217138657	30.1743755525178	76554.2941312697	-58075.0217138657	30174.3755525178	0.387803632110357	-3.79483145333125	-0.80111116804136	3.89780919489792	-0.185944070988389	0.27736775036618	-156.785214583379	20.7134190863511	87.1106463822015	357.833673648728	0	0	0	0	0	98.5248908005175
1	0.05	87.0926466270341	0.568694574424187	-3.56878142370359	4.13747599812778	-3.05719903309964	6.57730705388987	-9.63450608698951	-0.0012037469898878	91.4583345073005	31.6000812108053	58.3999187891947	324.882263808868	33.4804784232386	18.2787734866982	1.354130447072	1.24018252289198	0.319100137141809	6045.31700238863	-224.26244636169	2273.00567336367	76.1099095300827	-53.7265202498932	31.0923697058484	76109.9095300827	-53726.5202498932	31092.3697058484	0.1727444237452	0.078887919604429	-0.288457423811778	0.345357242788832	6045.14425796489	-224.341334281295	2273.29413078748	76.5215582639258	-57.7546866557049	30.2420001613479	76521.5582639258	-57754.6866557049	30242.0001613479	0.411648733843118	-4.02816640581162	-0.850369544500485	4.13747599814161	-0.201473512837201	0.27736775036618	-156.78219471075	20.7141235910542	87.0926466270341	357.836693521357	0	0	0	0	0	98.2140150933904
1	0.5	86.9314881259874	-1.52859951654982	-0.609155667952954	-0.919443848596866	-3.28102800656748	6.57670518039493	-9.85773318696241	-0.00578264388896241	91.3897970783135	32.6562737820246	57.3437262179754	323.79504233155	34.5676999005571	18.0557543028897	0.906851397499491	0.765672424957219	0.49400464217191	6045.26974163501	-226.420817873078	2273.00128948007	76.3185750202118	-55.7684051101745	30.6613158407318	76318.5750202117	-55768.4051101745	30661.3158407318	-0.0831818200042471	-0.0375987315016973	0.138212557700928	0.165636924917085	6045.35292345502	-226.383219141576	2272.86307692237	76.2270970524158	-54.8732524072781	30.8502878243919	76227.0970524158	-54873.2524072781	30850.2878243919	-0.0914779677959159	0.895152702896419	0.188971983660013	0.919443848586326	0.0955029201472455	1.01423821253722	-156.75502875528	20.7204584622458	86.9314881259874	357.863859476827	0	0	0	0	0	99.3718078266333
1	0.55	86.9136715327315	-1.07181942885955	-0.280428833506126	-0.791390595353429	7.45770847103057	6.57441573194539	0.883292739085175	-0.0249863883982653	91.4985423037422	32.4450898733763	57.5549101266237	324.002592036451	34.3601501956562	18.1511716113705	0.625103909544825	0.489863660610927	0.636875490391558	6045.23391269068	-225.971771344623	2273.07921237237	76.2731287276344	-55.3236928738051	30.7551972010769	76273.1287276344	-55323.6928738051	30755.1972010769	-0.0735644717607647	-0.0332644394167	0.122254089656286	0.146507054003672	6045.30747716244	-225.938506905207	2272.95695828271	76.1943911260869	-54.5532103352993	30.9178505821209	76194.3911260869	-54553.2103352993	30917.8505821209	-0.078737601547502	0.770482538505748	0.162653381044045	0.791390595347692	0.0846901649392712	0.21887260713208	-156.75201119876	20.7211618352264	86.9136715327315	357.866877033347	0	0	0	0	0	99.1170182863394
1	0.6	86.8958722585114	-0.782828669446763	0.0482859052415849	-0.831114574688348	6.70868351108928	6.5742065415551	0.134476969534177	-0.00352933596488583	91.578250094274	32.3127425858145	57.6872574141855	324.131745281068	34.2309969510394	18.2166062357871	0.887868313073431	0.756372145489184	0.498254399121238	6045.20637095615	-225.689869661543	2273.13659837445	76.2443762514247	-55.0423370740158	30.8145930599361	76244.3762514247	-55042.3370740158	30814.5930599361	-0.0723537300834432	-0.0327185561260849	0.120244232877158	0.144098028134252	6045.27872468623	-225.657151105417	2273.01635414157	76.1616864031926	-54.2331800394587	30.9854108538385	76161.6864031926	-54233.1800394587	30985.4108538385	-0.082689848232083	0.809157034557109	0.170817793902475	0.831114574705322	0.0834326563850562	0.139054845600319	-156.748993708785	20.7218651335725	86.8958722585114	357.869894523322	0	0	0	0	0	98.9565709085953
1	0.65	86.8780901246816	-0.400951077750627	0.376991820649384	-0.777942898400011	6.84960501671823	6.5740627983489	0.275542218369331	-0.00222039228237918	91.6905890773388	32.1382942447322	57.8617057552678	324.301591329921	34.061150902186	18.3060807321332	0.583089692297319	0.45652703638222	0.656733523010877	6045.16720028032	-225.318611562798	2273.21703706481	76.2063822117792	-54.6705484553506	30.8930798170506	76206.3822117792	-54670.5484553506	30893.0798170506	-0.073530366265215	-0.0332490760460205	0.122196166120004	0.146438105817572	6045.24073064659	-225.285362486752	2273.09484089869	76.1289825581564	-53.9131583338508	31.0529693121077	76128.9825581564	-53913.1583338508	31052.9693121077	-0.0773996536228806	0.757390121499833	0.159889495057054	0.777942898390411	0.0849688382846975	0.184441142728749	-156.745976255335	20.7225683642832	86.8780901246816	357.872911976772	0	0	0	0	0	98.7454502182216
1	0.7	86.8603249532599	-0.0978681677749403	0.705692185076475	-0.803560352851415	7.17677219636259	6.57398450232686	0.60278769403573	-0.000911448600581935	91.804133859822	32.0035323819695	57.9964676180305	324.43049974141	33.9322424906966	18.388692042585	0.433087316448887	0.310423165095857	0.751330006483751	6045.12485948484	-225.029027423187	2273.29954671098	76.1762276692037	-54.3754728110072	30.9553720155335	76176.2276692037	-54375.4728110072	30955.3720155335	-0.0857166191684082	-0.0387405807778123	0.142413613812067	0.170674569868146	6045.21057610401	-224.990286842409	2273.15713309717	76.0962792654019	-53.59314203257	31.1205266294917	76096.2792654019	-53593.14203257	31120.5266294917	-0.079948403801769	0.78233077843723	0.165154613958206	0.803560352849951	0.0991993347307609	0.146945637414176	-156.74295880839	20.7232715343556	86.8603249532599	357.875929423717	0	0	0	0	0	98.5786222360153
1	0.75	86.8425765669243	0.316726141885633	1.03439027088207	-0.717664128996438	7.02483774057129	6.57397165348884	0.450866087082448	0.000397495080369481	91.888203444385	31.8055259742121	58.1944740257879	324.628207211672	33.7345350204345	18.4661398499689	0.584787496422519	0.467463242780083	0.650151700629212	6045.1021373964	-224.617035492426	2273.35401530006	76.134978554355	-53.9718318301263	31.0405829930538	76134.978554355	-53971.8318301264	31040.5829930538	-0.0671895927628502	-0.0303896308983967	0.111671225368977	0.133822395798264	6045.16932698916	-224.586645861528	2273.24234407469	76.0635761993537	-53.273127949711	31.1880834785537	76063.5761993537	-53273.127949711	31188.0834785537	-0.071402355001308	0.698703880415385	0.147500485499855	0.717664128983707	0.0779597822083909	0.201815841254063	-156.739941337927	20.723974650785	86.8425765669243	357.878946894179	0	0	0	0	0	98.3514686373325
1	0.8	86.8248447890226	0.60461560628219	1.36308935042536	-0.75847374414317	6.6881529288254	6.5740242518349	0.1141286769905	0.00170643876359463	91.9948441719349	31.675995645243	58.324004354757	324.752940842262	33.609801389845	18.5431735310298	0.86128364472179	0.747643184364916	0.502276346118398	6045.06367601436	-224.341179082616	2273.42947840524	76.10633564898	-53.6915482297958	31.0997525043231	76106.33564898	-53691.5482297958	31099.7525043231	-0.0770080694286153	-0.0348168214187317	0.127964819279034	0.153353998265262	6045.14068408379	-224.306362261197	2273.30151358596	76.0308730344363	-52.9531128993681	31.2556405318575	76030.8730344363	-52953.1128993681	31255.6405318575	-0.075462614543736	0.738435330427659	0.155888027534354	0.758473744137616	0.0894809959767612	0.140686685824554	-156.736923813922	20.7246777205646	86.8248447890226	357.881964418185	0	0	0	0	0	98.1944564782445
1	0.85	86.8071294435551	0.985541434768172	1.69179269606556	-0.706251261297388	7.21226242523917	6.5741422973652	0.638120127873964	0.00301538244702897	92.1043351090696	31.4981445856466	58.5018554143534	324.927991719008	33.4347505130992	18.629140069711	0.613016216347537	0.504246774499342	0.628494223163035	6045.02861925021	-223.969035731738	2273.50305206403	76.0684363028435	-53.32068622937	31.1780436468939	76068.4363028435	-53320.68622937	31178.0436468939	-0.0741654874384403	-0.03353547096689	0.123247335498687	0.147699197856584	6045.10278473765	-223.935500260771	2273.37980472853	75.9981694450732	-52.6330936956361	31.3231984619657	75998.1694450732	-52633.0936956361	31323.1984619657	-0.0702668577702716	0.68759253373387	0.145154815071728	0.706251261298682	0.0863633771083688	0.186843346421999	-156.733906206348	20.7253807506858	86.8071294435551	357.884982025759	0	0	0	0	0	97.9876164991184
